No.,Case,"Amicus Curiae Briefs"
4,"Alexander v. Sandoval, 532 U.S. 275 (2001)","14.    Brief, BRIEF OF U.S. ENGLISH AS AMICUS CURIAE IN SUPPORT OF PETITION FOR WRIT OF CERTIORARI, July 14, 2000, 2000 U.S. S. Ct. Briefs  361 "
4,"Alexander v. Sandoval, 532 U.S. 275 (2001)","15.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION AND CENTER FOR EQUAL OPPORTUNITY IN SUPPORT OF PETITIONER, July 26, 2000, 2000 U.S. S. Ct. Briefs  1133 "
5,"Amtrak v. Morgan, 536 U.S. 101 (2002)","1.    Brief, BRIEF OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC. AS AMICUS CURIAE IN SUPPORT OF RESPONDENT n1, October 31, 2001, 2001 U.S. S. Ct. Briefs LEXIS 3 "
5,"Amtrak v. Morgan, 536 U.S. 101 (2002)","2.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONER, August 29, 2001, 2001 U.S. S. Ct. Briefs LEXIS 490 "
5,"Amtrak v. Morgan, 536 U.S. 101 (2002)","3.    Brief, BRIEF AMICI CURIAE OF THE IMPACT FUND, DISABILITY RIGHTS EDUCATION AND DEFENSE FUND, PUBLIC ADVOCATES, INC., THE WESTERN CENTER ON DISABILITY RIGHTS, PROTECTION AND ADVOCACY, INC., THE MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND, EQUAL RIGHTS ADVOCATES, THE ASIAN PACIFIC AMERICAN LEGAL CENTER, THE LEGAL AID FOUNDATION OF LOS ANGELES AND THE MICHIGAN CIVIL RIGHTS DIVISION IN SUPPORT OF THE RESPONDENTBRIEF OF AMICI CURIAEThe non-profit civil rights organizations and public agency listed below respectfully submit this brief as amici curiae. n1 The brief supports the position of respondent Abner Morgan, Jr. and urges the Court to affirm the decision of the United States Court of Appeals for the Ninth Circuit. The parties have filed a stipulation with the Court, consenting to the filing of all briefs of amici curiae., October 29, 2001, 2001 U.S. S. Ct. Briefs LEXIS 95 "
5,"Amtrak v. Morgan, 536 U.S. 101 (2002)","4.    Brief, Brief For The Lawyers' Committee For Civil Rights Under Law; The National Association For The Advancement Of Colored People; The Minority Business Enterprise Legal Defense And Education Fund, Inc.; Now Legal Defense And Education Fund; The National Women's Law Center; The National Partnership For Women And Families; The American Jewish Congress; AARP; And The National Employment Lawyers Association As Amici Curiae In Support Of Respondent, November 5, 2001, 2001 U.S. S. Ct. Briefs LEXIS 89 "
5,"Amtrak v. Morgan, 536 U.S. 101 (2002)","5.    Brief, BRIEF AMICI CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL AND THE CHAMBER OF COMMERCE OF THE UNITED STATES IN SUPPORT OF PETITIONER. The Equal Employment Advisory Council and The Chamber of Commerce of the United States respectfully submit this brief as amici curiae. n1 A letter of consent from all parties has been filed with the Court. The brief urges this Court to reverse the decision below, and thus supports the position of the petitioner, National Railroad Passenger Corporation., August 29, 2001, 2001 U.S. S. Ct. Briefs LEXIS 870 "
6,"Apprendi v. New Jersey, 530 U.S. 466 (2000)","1.    Brief, BRIEF OF AMICI CURIAE NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS AND FAMILIES AGAINST MANDATORY MINIMUMS FOUNDATION AND ASSOCIATION OF FEDERAL DEFENDERS IN SUPPORT OF PETITIONERTHE NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS and FAMILIES AGAINST MANDATORY MINIMUMS FOUNDATION and THE ASSOCIATION OF FEDERAL DEFENDERS file this amicus curiae brief pursuant to this Court's Rule 37.3(a) in support of petitioner Charles Apprendi's assertion of rights under the Fourteenth Amendment. Both petitioner and respondent have granted amici NACDL and FAMM and AFD consent to file this brief, and letters of consent have been filed with the Clerk of this Court. n1, January 13, 2000, 2000 U.S. S. Ct. Briefs LEXIS 28 "
6,"Apprendi v. New Jersey, 530 U.S. 466 (2000)","2.    Brief, BRIEF AMICUS CURIAE OF THE RUTHERFORD INSTITUTE IN SUPPORT OF PETITIONER, January 13, 2000, 2000 U.S. S. Ct. Briefs LEXIS 26 "
6,"Apprendi v. New Jersey, 530 U.S. 466 (2000)","3.    Brief, BRIEF OF AMICUS CURIAE THE ANTI-DEFAMATION LEAGUE, IN SUPPORT OF RESPONDENT, February 14, 2000, 2000 U.S. S. Ct. Briefs LEXIS 102 "
6,"Apprendi v. New Jersey, 530 U.S. 466 (2000)","4.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING RESPONDENT, February 14, 2000, 2000 U.S. S. Ct. Briefs LEXIS 104 "
7,"Arizona v. U.S. 132 S.Ct. 2492","1.    Amicus Brief, BRIEF AMICUS CURIAE OF LAWRENCE J. JOYCE IN SUPPORT OF PETITIONERS, February 9, 2012, 2012 U.S. S. Ct. Briefs LEXIS 605 "
7,"Arizona v. U.S. 132 S.Ct. 2492","2.    Amicus Brief, BRIEF OF AMICI CURIAE MINUTEMAN CIVIL DEFENSE CORPS, A PROJECT OF DECLARATION ALLIANCE, AND LORI KLEIN, ARIZONA STATE SENATOR, IN SUPPORT OF PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 668 "
7,"Arizona v. U.S. 132 S.Ct. 2492","3.    Amicus Brief, BRIEF OF AMICUS CURIAE ARIZONA STATE LEGISLATURE IN SUPPORT OF PETITIONERS, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2976 "
7,"Arizona v. U.S. 132 S.Ct. 2492","4.    Amicus Brief, BRIEF AMICUS CURIAE OF CENTER FOR CONSTITUTIONAL JURISPRUDENCE, CONGRESSMEN ED ROYCE, TED POE, AND TOM MCCLINTOCK, AND INDIVIDUAL RIGHTS FOUNDATION, IN SUPPORT OF PETITIONERS, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2971 "
7,"Arizona v. U.S. 132 S.Ct. 2492","5.    Amicus Brief, BRIEF OF AMICUS CURIAE FREEDOM WATCH IN SUPPORT OF PETITIONER ARIZONA, February 10, 2012, 2012 U.S. S. Ct. Briefs LEXIS 607 "
7,"Arizona v. U.S. 132 S.Ct. 2492","6.    Amicus Brief, BRIEF OF LIBERTY LEGAL FOUNDATION AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, February 8, 2012, 2012 U.S. S. Ct. Briefs LEXIS 709 "
7,"Arizona v. U.S. 132 S.Ct. 2492","7.    Amicus Brief, AMICUS CURIAE BRIEF OF THE AMERICAN CIVIL RIGHTS UNION IN SUPPORT OF PETITIONERS, September 9, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2969 "
7,"Arizona v. U.S. 132 S.Ct. 2492","8.    Amicus Brief, AMICUS CURIAE BRIEF OF THE UNITED MEXICAN STATES IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1275 "
7,"Arizona v. U.S. 132 S.Ct. 2492","9.    Amicus Brief, AMICUS CURIAE BRIEF OF SECURE STATES INITIATIVE IN SUPPORT OF PETITIONERS, February 10, 2012, 2012 U.S. S. Ct. Briefs LEXIS 608 "
7,"Arizona v. U.S. 132 S.Ct. 2492","10.    Amicus Brief, BRIEF OF U.S. REPS. LAMAR SMITH, BRIAN BILBRAY, DAN BURTON, TRENT FRANKS, WALLY HERGER, DUNCAN HUNTER, STEVE KING, TOM MCCLINTOCK, TED POE, DANA ROHRABACHER, ED ROYCE, AND DAVID SCHWEIKERT, WASHINGTON LEGAL FOUNDATION, AND ALLIED EDUCATIONAL FOUNDATION AS AMICI CURIAE IN SUPPORT OF PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 665 "
7,"Arizona v. U.S. 132 S.Ct. 2492","11.    Amicus Brief, BRIEF OF JOSEPH M. ARPAIO, MARICOPA COUNTY SHERIFF AS AMICI CURIAE IN SUPPORT OF PETITIONER, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 670 "
7,"Arizona v. U.S. 132 S.Ct. 2492","12.    Amicus Brief, BRIEF OF EARTHRIGHTS INTERNATIONAL AS AMICUS CURIAE IN SUPPORT OF NEITHER PARTY, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 710 "
7,"Arizona v. U.S. 132 S.Ct. 2492","13.    Amicus Brief, BRIEF OF AMICUS CURIAE LANDMARK LEGAL FOUNDATION IN SUPPORT OF PETITIONERS, February 8, 2012, 2012 U.S. S. Ct. Briefs LEXIS 714 "
7,"Arizona v. U.S. 132 S.Ct. 2492","14.    Amicus Brief, BRIEF OF FORMER COMMISSIONERS OF THE UNITED STATES IMMIGRATION AND NATURALIZATION SERVICE AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1224 "
7,"Arizona v. U.S. 132 S.Ct. 2492","15.    Affidavits, BRIEF OF THE AMERICAN BAR ASSOCIATION AS AMICUS CURIAE IN SUPPORT OF THE RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1228 "
7,"Arizona v. U.S. 132 S.Ct. 2492","16.    Amicus Brief, BRIEF FOR THE STATES OF NEW YORK, CALIFORNIA, CONNECTICUT, HAWAII, ILLINOIS, IOWA, MARYLAND, MASSACHUSETTS, OREGON, RHODE ISLAND, AND VERMONT AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1231 "
7,"Arizona v. U.S. 132 S.Ct. 2492","17.    Amicus Brief, AMICI CURIAE BRIEF OF MEMBERS OF CONGRESS IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1236 "
7,"Arizona v. U.S. 132 S.Ct. 2492","18.    Amicus Brief, BRIEF OF AMICI CURIAE CITIES, COUNTIES. THE UNITED STATES CONFERENCE OF MAYORS, AND THE NATIONAL LEAGUE OF CITIES IN SUPPORT OF RESPONDENT, March 23, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1239 "
7,"Arizona v. U.S. 132 S.Ct. 2492","19.    Amicus Brief, AMICUS CURIAE BRIEF OF MOUNTAIN STATES LEGAL FOUNDATION IN SUPPORT OF PETITIONERS, February 9, 2012, 2012 U.S. S. Ct. Briefs LEXIS 581 "
7,"Arizona v. U.S. 132 S.Ct. 2492","20.    Amicus Brief, AMICUS CURIAE BRIEF OF MEMBERS OF CONGRESS AND THE COMMITTEE TO PROTECT AMERICA'S BORDER IN SUPPORT OF PETITIONER, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2970 "
7,"Arizona v. U.S. 132 S.Ct. 2492","21.    Amicus Brief, Brief Amicus Curiae of U.S. Border Control, U.S. Border Control Foundation, Policy Analysis Center, English First Foundation, English First, Conservative Legal Defense and Education Fund, Virginia Delegate Bob Marshall, Pennsylvania Representative Daryl Metcalfe, Oklahoma Representative Charles Key, Maryland Delegate Don Dwyer, Wyoming Senator Kit Jennings, Utah Representative Curtis Oda, Washington Representative Matt Shea, and Iowa Representative Kent Sorenson in Support of Petitioners, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2972 "
7,"Arizona v. U.S. 132 S.Ct. 2492","22.    Amicus Brief, BRIEF OF JUSTICE AND FREEDOM FUND AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2975 "
7,"Arizona v. U.S. 132 S.Ct. 2492","23.    Amicus Brief, MOTION OF ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLOMBIA, COSTA RICA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, NICARAGUA, PANAMA, PARAGUAY, PERU AND URUGUAY FOR LEAVE TO JOIN THE UNITED MEXICAN STATES AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1276 "
7,"Arizona v. U.S. 132 S.Ct. 2492","24.    Amicus Brief, BRIEF OF AMICI CURIAE CENTER FOR CONSTITUTIONAL JURISPRUDENCE, INDIVIDUAL RIGHTS FOUNDATION, COMMITTEE FOR JUSTICE, CONGRESSMEN ED ROYCE, TED POE, AND TOM MCCLINTOCK, AND INDIANA SENATOR MIKE DELPH, IN SUPPORT OF PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 609 "
7,"Arizona v. U.S. 132 S.Ct. 2492","25.    Amicus Brief, AMICUS CURIAE BRIEF OF THE AMERICAN CIVIL RIGHTS UNION IN SUPPORT OF PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 671 "
7,"Arizona v. U.S. 132 S.Ct. 2492","26.    Amicus Brief, BRIEF OF AMICI CURIAE THOMAS MORE LAW CENTER AND CENTER FOR SECURITY POLICY IN SUPPORT OF THE PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 711 "
7,"Arizona v. U.S. 132 S.Ct. 2492","27.    Amicus Brief, BRIEF OF STATE AND LOCAL LAW ENFORCEMENT OFFICIALS AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1221 "
7,"Arizona v. U.S. 132 S.Ct. 2492","28.    Amicus Brief, BRIEF OF THE NATIONAL IMMIGRANT JUSTICE CENTER AND AMERICAN IMMIGRATION LAWYERS ASSOCIATION AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1225 "
7,"Arizona v. U.S. 132 S.Ct. 2492","29.    Amicus Brief, BRIEF FOR MADELEINE K. ALBRIGHT, WILLIAM S. COHEN, RUDOLPH F. DELEON, CONRAD K. HARPER, DONALD L. KERRICK, LAWRENCE J. KORB, JOHN D. NEGROPONTE, DAVIS R. ROBINSON, AND WILLIAM H. TAPT IV AS AMCI CURIAE SUPPORTING RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1234 "
7,"Arizona v. U.S. 132 S.Ct. 2492","30.    Amicus Brief, BRIEF AMICUS CURIAE FOR COCHISE COUNTY SHERIFF LARRY A. DEVER IN SUPPORT OF PETITIONERS, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2965 "
7,"Arizona v. U.S. 132 S.Ct. 2492","31.    Amicus Brief, Brief of the American Unity Legal Defense Fund As Amicus Curiae Supporting Petitioners, September 8, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2968 "
7,"Arizona v. U.S. 132 S.Ct. 2492","32.    Amicus Brief, AMICUS CURIAE BRIEF OF MOUNTAIN STATES LEGAL FOUNDATION IN SUPPORT OF PETITIONERS, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2973 "
7,"Arizona v. U.S. 132 S.Ct. 2492","33.    Amicus Brief, BRIEF OF THE RUTHERFORD INSTITUTE AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1277 "
7,"Arizona v. U.S. 132 S.Ct. 2492","34.    Amicus Brief, Brief of the American Unity Legal Defense Fund As Amicus Curiae Supporting Petitioners, February 10, 2012, 2012 U.S. S. Ct. Briefs LEXIS 606 "
7,"Arizona v. U.S. 132 S.Ct. 2492","35.    Amicus Brief, Brief Amicus Curiae of U.S. Border Control, U.S. Border Control Foundation, Policy Analysis Center, Institute on the Constitution, The Lincoln Institute for Research and Education, Conservative Legal Defense and Education Fund, Gun Owners of America, Inc., Gun Owners Foundation, English First, English First Foundation, Virginia Delegate Bob Marshall, Oklahoma Representative Charles Key, and Wyoming Senator Kit Jennings in Support of Petitioners, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 610 "
7,"Arizona v. U.S. 132 S.Ct. 2492","36.    Amicus Brief, BRIEF AMICUS CURIAE FOR COCHISE COUNTY SHERIFF LARRY A. DEVER IN SUPPORT OF PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 666 "
7,"Arizona v. U.S. 132 S.Ct. 2492","37.    Amicus Brief, BRIEF OF AMICI CURIAE STATE LEGISLATORS FOR LEGAL IMMIGRATION AND INDIVIDUAL STATE LEGISLATORS IN SUPPORT OF PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 708 "
7,"Arizona v. U.S. 132 S.Ct. 2492","38.    Amicus Brief, BRIEF OF AMICI CURIAE STATE OF MICHIGAN AND FIFTEEN OTHER STATES IN SUPPORT OF THE PETITIONERS, February 13, 2012, 2012 U.S. S. Ct. Briefs LEXIS 712 "
7,"Arizona v. U.S. 132 S.Ct. 2492","39.    Amicus Brief, BRIEF OF AMICI CURIAE STATE OF MICHIGAN AND TEN OTHER STATES IN SUPPORT OF THE PETITION, September 12, 2011, 2011 U.S. S. Ct. Briefs LEXIS 2981 "
7,"Arizona v. U.S. 132 S.Ct. 2492","40.    Amicus Brief, BRIEF AMICUS CURIAE OF CONSTITUTIONAL ACCOUNTABILITY CENTER IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1222 "
7,"Arizona v. U.S. 132 S.Ct. 2492","41.    Amicus Brief, BRIEF OF THE ARIZONA EMPLOYERS FOR IMMIGRATION REFORM, ARIZONA HISPANIC CHAMBER OF COMMERCE, AMERICAN SUBCONTRACTORS ASSOCIATION OF ARIZONA, AND HILL & USHER, L.L.C., AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1226 "
7,"Arizona v. U.S. 132 S.Ct. 2492","42.    Amicus Brief, BRIEF OF THE GREATER HOUSTON PARTNERSHIP AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1229 "
7,"Arizona v. U.S. 132 S.Ct. 2492","43.    Amicus Brief, BRIEF OF AMICI CURIAE ARIZONA ATTORNEYS FOR CRIMINAL JUSTICE AND NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1232 "
7,"Arizona v. U.S. 132 S.Ct. 2492","44.    Amicus Brief, BRIEF FOR AMICUS CURIAE THE ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK, IN SUPPORT OF RESPONDENT AND AFFIRMANCE, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1235 "
7,"Arizona v. U.S. 132 S.Ct. 2492","45.    Amicus Brief, BRIEF OF AMICUS CURIAE ANTI-DEFAMATION LEAGUE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1237 "
7,"Arizona v. U.S. 132 S.Ct. 2492","46.    Amicus Brief, BRIEF FOR THE LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS, SOUTHERN POVERTY LAW CENTER, LEAGUE OF UNITED LATIN AMERICAN CITIZENS, NATIONAL ASIAN PACIFIC AMERICAN BAR ASSOCIATION, NATIONAL CONGRESS OF AMERICAN INDIANS, LEGAL MOMENTUM, LAMBDA LEGAL DEFENSE AND EDUCATION FUND, AFRICAN AMERICAN MINISTERS IN ACTION, AMERICAN JEWISH COMMITTEE, LEADERSHIP CONFERENCE OF WOMEN RELIGIOUS, AND OTHER CIVIL RIGHTS, FAITH, AND COMMUNITY ORGANIZATIONS AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 1245 "
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","1.     Brief of National Civil Rights Organizations as Amici Curiae in Support of Respondents"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","2.       Brief of amici Curiae, The Sikh Coalition, American-Arab Anti-Discrimination Committee, Discrimination and National Security Initiative, Muslim Public Affairs Council. Sikh American Legal Defense and Education Fund, Sikh Council on Religion and E ducation, South Asian Americans Leading Together and United Sikhs in Support of Respondent Iqubal"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","3.       Motion for Leave to File and Brief for Amici Curiae Ibrahim Turkmen, Asif-Ur-Rehman Saffi, Yasser Ebrahim, Hany Ibrahim, Shakir Baloch, Akhil Sachdeva and Ashraf Ibrahim in Support of Respondent Javaid Iqbal"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","4.       Brief of Amici Curiae Japanese American Citizens League, Pakistani American Public Affairs Committee, Sikh American Legal Defense and Education Fund, National Korean American Service & Education Consortium, and Muslim Advocates in Support of Respondent"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","5.       Brief for the American Association for Justice as Amicus Curiae Supporting Respondent"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","6.       Brief of William P. Barr, Griffin Bell, Benjamin R. Civiletti, Edwin Meese III, William S. Sessions, Richard Thornburgh, and Washington Legal Foundation As Amici Curiae in Support of Petitioners"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","7.       Brief for Amici Curiae Individuals and Religious Organizations In Support of Plaintiff-Appellee and for Affirmance"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","8.       Brief for Amici Curiae Former Wardens and Senior Prison Administrators in Support of Appellee, Mr. Iqbal"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","9.       Brief of Professors of Civil Procedure and Federal Practice as Amici Curiae in Support of Respondents"
8,"Ashcroft v. Iqbal, 556 U.S. 662 (2009) ","10. Brief of William P. Barr, Edwin Meese III, William S. Sessions, Richard Thornburgh, William H. Webster, and Washington Legal Foundation As Amici Curiae in Support of Petitioners"
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","1.    Amicus Brief, BRIEF FOR THE STATES OF ILLINOIS, LOUISIANA, MARYLAND, AND OHIO AS AMICI CURIAE IN SUPPORT OF PETITIONERS, December 21, 2007, 2007 U.S. S. Ct. Briefs LEXIS 2862 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","2.    Amicus Brief, BRIEF FOR THE MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND AND THE ASIAN AMERICAN JUSTICE CENTER AS AMICI CURIAE ON BEHALF OF PETITIONERS, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 560 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","3.    Amicus Brief, MOTION FOR LEAVE TO FILE BRIEF AND BRIEF OF THE NAACP, CINDY MOORE, MILFORD FARRIOR, AND MARY JORDAN AS AMICI CURIAE IN SUPPORT OF PETITIONERS, December 21, 2007, 2007 U.S. S. Ct. Briefs LEXIS 2863 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","4.    Amicus Brief, BRIEF FOR THE LEAGUE OF WOMEN VOTERS OF THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONERS, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 534 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","5.    Amicus Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING AFFIRMANCE, August 18, 2008, 2008 U.S. S. Ct. Briefs LEXIS 708 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","6.    Amicus Brief, MOTION FOR LEAVE TO FILE A BRIEF AMICUS CURIAE AND BRIEF FOR THE LEAGUE OF WOMEN VOTERS OF THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONERS, December 21, 2007, 2007 U.S. S. Ct. Briefs LEXIS 2864 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","7.    Amicus Brief, BRIEF FOR NATHANIEL PERSILY, BERNARD GROFMAN, BRUCE CAIN, THEODORE ARRINGTON, AND LISA HANDLEY AS AMICI CURIAE IN SUPPORT OF NEITHER PARTY, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 558 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","8.    Amicus Brief, BRIEF ON BEHALF OF THE AMERICAN LEGISLATIVE EXCHANGE COUNCIL AND THE LAWYERS DEMOCRACY FUND AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, August 18, 2008, 2008 U.S. S. Ct. Briefs LEXIS 709 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","9.    Amicus Brief, MOTION FOR LEAVE TO FILE BRIEF OF AMICI CURIAE NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, CINDY MOORE, MILFORD FARRIOR, MARY JORDAN, AND THE AMERICAN CIVIL LIBERTIES UNION OUT OF TIME AND BRIEF AMICI CURIAE IN SUPPORT OF PETITIONERS, June 20, 2008, 2008 U.S. S. Ct. Briefs LEXIS 582 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","10.    Amicus Brief, BRIEF FOR THE STATES OF ILLINOIS, ARIZONA, CALIFORNIA, CONNECTICUT, GEORGIA, KANSAS, KENTUCKY, MARYLAND, MASSACHUSETTS, MISSISSIPPI, MISSOURI, NEW JERSEY, NEW MEXICO, AND OHIO, AS AMICI CURIAE IN SUPPORT OF PETITIONERS, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 546 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","11.    Amicus Brief, BRIEF OF THE FLORIDA HOUSE OF REPRESENTATIVES, AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, August 18, 2008, 2008 U.S. S. Ct. Briefs LEXIS 722 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","12.    Amicus Brief, BRIEF OF AMICUS CURIAE CAMPAIGN LEGAL CENTER IN SUPPORT OF PETITIONERS, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 559 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","13.    Amicus Brief, BRIEF OF THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW, THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., DEMOS: A NETWORK FOR IDEAS AND ACTION, AND THE NORTH AMERICAN SOUTH ASIAN BAR ASSOCIATION AS AMICI CURIAE IN SUPPORT OF PETITIONERS, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 533 "
9,"Bartlett v. Strickland, 556 U.S. 1 (2009)","14.    Amicus Brief, BRIEF OF AMICI CURIAE, SANFORD D. BISHOP JR., CORRINE BROWN, G.K. BUTTERFIELD, ANDRE CARSON, DONNA M. CHRISTENSEN, YVETTE D. CLARKE, WILLIAM LACY CLAY JR., EMANUEL CLEAVER, JAMES E. CLYBURN, JOHN CONYERS JR., ELIJAH E. CUMMINGS, ARTUR DAVIS, DANNY K. DAVIS, KEITH ELLISON, CHAKA FATTAH, AL GREEN, ALCEE L. HASTINGS, JESSE L. JACKSON JR., SHEILA JACKSON LEE, WILLIAM J. JEFFERSON, EDDIE BERNICE JOHNSON, HENRY JOHNSON, STEPHANIE TUBBS JONES, CAROLYN CHEEKS KILPATRICK, BARBARA LEE, JOHN LEWIS, KENDRICK MEEK, GREGORY W. MEEKS, GWEN MOORE, ELEANOR HOLMES NORTON, DONALD M. PAYNE, CHARLES B. RANGEL, LAURA RICHARDSON, BOBBY L. RUSH, DAVID SCOTT, ROBERT C. SCOTT, BENNIE G. THOMPSON, EDOLPHUS TOWNS, MAXINE WATERS, DIANE E. WATSON, AND MELVIN L. WATT, IN SUPPORT OF PETITIONERS, June 17, 2008, 2008 U.S. S. Ct. Briefs LEXIS 523 "
